subject,predicate,object,confidence,source,correctness,relevance,well_formedness,normalized_score,rationale,error,document_id,section
lack_of_social_health,risk_factor_of,dementia,0.567847165465355,span,4,3,3,0.5833333333333334,Same as above: plausible relationship but vague subject phrasing reduces clarity and utility.,,106_-_s13195-024-01592-8_PsWNpRr_62,background
lateral,part_of,temporal,0.5650409519672395,span,1,1,2,0.08333333333333331,"'lateral' is an adjective not a clear anatomical entity and 'temporal' is ambiguous, so the part_of relation is implausible and poorly specified.",,41_-_jamaneurology_nguyen_ho_2024_oi_240035_1723221544_3J4hG0e,amyloid pet acquisition and processing
alzheimer_s_disease,treated_by,galantamine,0.45396928787231444,span,5,4,5,0.9166666666666667,Galantamine is an approved symptomatic treatment for Alzheimer's disease.,,61_-_Alzheimer_s___Dementia_-_2024_-_Wang_-_Associations_of_semaglutide_with_f_p5aJXwB_42,3.1 study populations
cognitive_impairment,measured_by,neuroimaging,0.5439123421907425,span,3,4,4,0.6666666666666666,"Neuroimaging can detect correlates of cognitive impairment but is not the primary direct measure, so the claim is partially plausible and well formed.",,83_-_Accuracy_of_the_revised_Addenbrooke_Cognitive_Examination_ACE-R_mqDF73m_54,introduction
subtle_subjective_symptoms,clear,objective_impairment,0.1,pos,1,1,1,0.0,Ungrammatical/contradictory assertion that subjective symptoms are a clear objective impairment and uses a nonstandard predicate.,,73_-_Alzheimer_s___Dementia_-_2024_-_Borland_-_Individualized__crossE28090vali_hp4f1fa_49,1 background
mean_total_score,for,healthy_subjects,0.25,prep,4,3,2,0.5,"Mean total score for healthy subjects is a plausible and relevant measurement, but the triple uses nonstandard predicate phrasing.",,83_-_Accuracy_of_the_revised_Addenbrooke_Cognitive_Examination_ACE-R_mqDF73m_54,discussion
higher_literacy,increase,increased_cognitive_reserve,0.1,pos,5,4,4,0.8333333333333333,Well supported and relevant: higher literacy is plausibly linked to increased cognitive reserve.,,10_-_prevalence_of_cognitive_impairment_and_its_JJn2E0T,4. discussion
control_and_complications_trial,part_of,epidemiology_of_diabetes_interventions_and_complications,0.5298311859369278,span,1,2,2,0.16666666666666669,"The trial is not properly a part of the epidemiology follow-up study (direction likely reversed), making this relation incorrect.",,2_-_dc231524_M1uM06w_1,results
midlife,occurs_in,midlife_cognitive_differences,0.4692405790090561,span,1,1,1,0.0,"This reverses a sensible temporal relation — a period (midlife) does not 'occur in' a cognitive difference, so it is incorrect and poorly formed.",,67_-_Early-life_cumulative_exposure_to_excess_bodyweight_and_midlife_cognitive_3WoPLoQ_46,implications of all the available evidence
low_social_engagementisanimportantriskfactorthatmaybeespeciallyprevalentamong,risk_factor_of,tgd_groups,0.4019760936498642,span,1,1,1,0.0,The subject text is a concatenated sentence fragment and the relation/object mapping is incorrect (malformed and semantically confused).,,54_-_Alzheimer_s___Dementia_-_2023_-_Brady_-_Sex_and_gender_differences_in_ris_ZePv4lX_35,4.3 limitations and future directions
cognitively_normal_older_adults,occurs_in,older_adults,0.45483711659908294,span,4,2,4,0.5833333333333334,"A cohort described as cognitively normal older adults is indeed a subset of older adults, making the triple true but trivial.",,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,cerebral blood flow
previous_models,predicts,progression,0.6000297397375107,span,4,3,2,0.5,"Previous models plausibly predict progression, but the subject label is nonstandard and somewhat ill-formed.",,73_-_Alzheimer_s___Dementia_-_2024_-_Borland_-_Individualized__crossE28090vali_hp4f1fa_49,1 background
non_-_brain_tissue,use,watershed,0.1,pos,4,3,3,0.5833333333333334,"Using a watershed algorithm to handle non‑brain tissue (e.g., skull stripping) is plausible, though the predicate is informal.",,59_-_brainsci-14-00170_74sUHiR_40,2.4.image preprocessing
risk_factors_for_dementia,risk_factor_of,dementia,0.6134923726320267,span,4,2,3,0.5,Logically true but tautological — a set named 'risk_factors_for_dementia' being a risk_factor_of dementia is trivial though structurally acceptable.,,38_-_PIIS2214109X24002754_Abn6hqG_25,evidence before this study
hypertension,treated_by,interventions,0.6922438204288484,span,5,2,5,0.75,Stating that hypertension is treated by interventions is accurate but very generic and of limited informativeness.,,113_-_CNS-30-e70057_hB8kVVH_66,4 | discussion
hypertension,affects,black_adults,0.4514322757720947,span,5,4,4,0.8333333333333333,"Hypertension disproportionately affects Black adults in many settings, making this a accurate and relevant statement.",,28_-_igae025_TAsiO8F_15,abstract
pituitary-­,part_of,major_contributory_factor,0.5959351658821106,span,1,1,1,0.0,‘major_contributory_factor’ is not an anatomical entity so 'part_of' is inappropriate and the triple is ill-formed.,,113_-_CNS-30-e70057_hB8kVVH_66,4 | discussion
paf_formula,design_for,unadjusted_rr,0.3,svo,5,4,3,0.75,"The standard PAF formula is intended for unadjusted relative risks, so this is a correct but mildly nonstandard formulation.",,38_-_PIIS2214109X24002754_Abn6hqG_25,articles
semaglutide,prevents,alzheimer_s_disease,0.6659773021936417,span,2,4,4,0.5833333333333334,Semaglutide preventing Alzheimer's disease is an unproven hypothesis with some preclinical/early signals but not established clinical fact.,,61_-_Alzheimer_s___Dementia_-_2024_-_Wang_-_Associations_of_semaglutide_with_f_p5aJXwB_42,1 background
multivariate_analysis,reduce,reduced_model,0.15000000000000002,pos,3,2,2,0.33333333333333337,"The idea that multivariate analysis yields a reduced model is plausible, but the predicate and method/entity types do not match the schema well.",,25_-_genes-15-00153_coMgvEa_13,3. results
recent_review,describes,obesity,0.4451152265071869,span,4,3,5,0.75,A recent review plausibly describes obesity and the triple is well formed.,,115_-_fcae083_5XqFIZJ_67,discussion
obesity,risk_factor_of,iw-paf,0.47642103135585784,span,1,1,1,0.0,"Obesity is a risk factor for diseases, not for a measurement metric like iw-paf, so the triple is incorrect and poorly formed.",,12_-_s12916-024-03464-2_KAy1DzV_6,interpretation
dementias,treated_by,indian_health_service-funded_healthcare_system,0.45689365565776824,span,3,2,2,0.33333333333333337,Plausible claim about treatment setting but the object is an organizational label outside the listed entity types.,,55_-_J_American_Geriatrics_Society_-_2024_-_Apostolou_-_Alzheimer_s_disease_an_ebrdXpZ_36,discussion
disabling,worsens,brain,0.4915946900844574,span,3,2,2,0.33333333333333337,'Disabling worsens brain' is vague but plausible in context (disabling conditions harming brain health); however it's not well specified.,,100_-_e20230112DOSE_WvcQb2u_60,stimulation and dementia
trend,increase,increased_number,0.15000000000000002,pos,2,2,2,0.25,This repeats a generic observation with poor wording and an unclear relation between terms.,,46_-_1-s2_FReAaUm,original article
bachelor’s_or_equivalent_level,part_of,danish_classification_system,0.4683693051338196,span,4,3,4,0.6666666666666666,"A bachelor's level is plausibly part of a national classification system for education, so this is sensible.",,16_-_s12877-024-04675-1_IIVGszy_9,study activities
endothelial_function,accelerate,progression,0.15000000000000002,pos,4,2,2,0.41666666666666663,"Endothelial dysfunction can plausibly accelerate disease progression, but 'progression' is too vague as an object here.",,18_-_Alzheimer_s___Dementia_-_2023_-_Pourhadi_-_Proton_pump_inhibitors_and_dem_EHvagEE_11,4 discussion
immunoreactive_vessels,visualize,superficial_plexus,0.1,pos,4,3,3,0.5833333333333334,"Stating immunoreactive vessels are visualized in the superficial plexus is plausible and meaningful, but the predicate formulation is informal for the schema.",,46_-_1-s2_FReAaUm,2.15.immunohistochemistry and analysis
adar_alzheimer_s_disease,treated_by,interventions,0.5368789613246918,span,1,1,1,0.0,"The subject 'adar_alzheimer_s_disease' is unclear/invalid, making the triple nonsensical.",,62_-_danish-et-al-2024-intersections-of-modifiable-risks-loneliness-is-associa_20wxD2u_43,discussion
cognitive_reserve,affects,older_women,0.451355966925621,span,3,2,2,0.33333333333333337,"Cognitive reserve influences outcomes across groups, but saying it 'affects older women' is vague and weakly informative and poorly targeted to the schema.",,49_-_besser-et-al-2024-intersectionality-of-gender-with-social-determinants-of_kuLsWan_32,discussion
cerebrovascular_dysfunction,lead_to,neurovascular_decoupling,0.3,svo,5,5,5,1.0,Cerebrovascular dysfunction plausibly leads to neurovascular decoupling and the triple is clear and well-formed.,,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,cerebral blood flow
trained_adults,show,sensorimotor,0.1,pos,2,2,1,0.16666666666666669,Vague and poorly formed: 'sensorimotor' is not a clear object and the relation adds no informative content.,,52_-_aerobic_exercise_training_for_the_aging_brain__vLXJT2d,summary and recommendation
physical_inactivity,causes,potential_racial_differences,0.5250389754772187,span,1,1,1,0.0,Stating physical inactivity 'causes' racial differences is not plausible and is ill-specified.,,57_-_wei-et-al-2024-modifiable-and-non-modifiable-risk-factors-for-dementia-am_OCoG51B_38,keywords
level_association,between,intradaily_variability,0.2,prep,1,1,1,0.0,"Nonsensical structure—an 'association' should not be the subject in a 'between' relation to a measure, and predicate is invalid.",,41_-_jamaneurology_nguyen_ho_2024_oi_240035_1723221544_3J4hG0e,sleep and 24-hour activity rhythms associated with aβ pathology
trajectory,throughout,aging,0.25,prep,3,2,2,0.33333333333333337,"Vague but plausible that a trajectory exists throughout aging, yet the triple is imprecise and uses a nonstandard predicate.",,32_-_fcae213_xz1udej_19,introduction
good_sleepers,have,loneliness,0.15000000000000002,pos,2,1,1,0.08333333333333331,"The statement 'good sleepers have loneliness' is ambiguous or likely false and uses an imprecise predicate, making it low quality.",,62_-_danish-et-al-2024-intersections-of-modifiable-risks-loneliness-is-associa_20wxD2u_43,associations between loneliness and subjective sleep quality
hypertension,remain,dementia,0.2,pos,1,1,1,0.0,Illogical phrase—'hypertension remain dementia' is factually incorrect and structurally broken.,,12_-_s12916-024-03464-2_KAy1DzV_6,interpretation
alzheimer_s,causes,disease,0.429572719335556,span,1,1,1,0.0,Saying 'Alzheimer's causes disease' is circular/incorrect and poorly specified.,,45_-_s40120-024-00666-x_SVToKWc_29,study participants
depression,associated_with,dementia,0.538014030456543,span,5,5,5,1.0,Depression is well established to be associated with higher risk of dementia.,,34_-_arenson-et-al-2024-understanding-racial-disparities-in-dementia-prevalenc_6TmAgk8_21,measures
